algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Random Forest,2.2,96,19,3900,4901,0.026561971,1.476433039,2.432362725,2.941135168,0.462336057,1.497725964,float64,0.977870813,0.994708995,0.839285714,0.910411622
AdaBoost,2.2,115,29,3900,4084,0.026309953,1.481993914,0.448731038,1.96861887,0.07656253,1.522371054,float64,0.970095694,0.914285714,0.857142857,0.884792627
Bagging Classifier,2.1,125,11,1950,8169,0.010122684,1.477156878,0.22628045,1.719155788,0.036135149,1.487616062,float64,0.958133971,0.881188119,0.794642857,0.835680751
AdaBoost,2.1,102,23,3119,8169,0.006430829,1.464262247,0.756812997,2.161787033,0.049379225,1.513948917,float64,0.962630792,0.922077922,0.788888889,0.850299401
Bagging Classifier,2.2,136,13,3900,4901,0.01757688,1.456194162,0.379556602,1.998520136,0.058542251,1.526017189,float64,0.961722488,0.904040404,0.799107143,0.848341232
Random Forest,2.1,85,16,1950,8169,0.013257354,1.425999165,0.895904667,2.266429901,0.061728009,1.520062923,float64,0.976076555,1,0.821428571,0.901960784
AdaBoost,2.2,115,2,3900,4084,0.02331556,1.473437786,0.352394749,1.926516294,0.144614339,1.514256001,float64,0.969497608,0.913875598,0.852678571,0.88221709
SVM,2.1,4,7,2340,8169,0.019557389,1.417534351,0.429552205,1.614137173,0.134305715,1.552201033,float64,0.80558325,0.395904437,0.865671642,0.543325527
Bagging Classifier,2.2,134,23,3900,3268,0.024979831,1.469891787,0.437088091,1.945329189,0.066987852,1.491761923,float64,0.964114833,0.901960784,0.821428571,0.859813084
Bagging Classifier,2.2,134,16,3900,3268,0.03394064,1.433734894,0.888332875,1.969765902,0.135503778,1.527546167,float64,0.96291866,0.897058824,0.816964286,0.855140187
AdaBoost,2.2,112,22,3900,1633,0.025332938,1.475206137,0.298823022,1.807038307,0.068122442,1.513938189,float64,0.966507177,0.911764706,0.830357143,0.869158879
SVM,2.1,8,1,779,8169,0.007257691,1.449174881,0.040147919,1.486605644,0.027373027,1.471567869,float64,0.83880597,0.448275862,0.866666667,0.590909091
SVM,2.1,1,27,3509,8169,0.010002581,1.471304893,0.382014508,1.92483902,0.222874427,1.676666021,float64,0.804651163,0.398678414,0.896039604,0.551829268
Bagging Classifier,2.1,123,4,2730,8169,0.010390726,1.442486048,0.379304247,1.840335131,0.053500267,1.503551006,float64,0.955555556,0.894736842,0.757961783,0.820689655
SVM,2.2,18,12,3900,6535,0.016031503,1.473202944,0.404209572,2.020413876,0.221961166,1.686847925,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,69,1,389,8169,0.009789526,1.442350864,0.005072569,1.465643883,0.014044248,1.435773849,float64,0.857142857,0.461538462,0.260869565,0.333333333
Random Forest,2.2,98,7,3900,6535,0.024314358,1.461679935,1.14611622,3.200012922,0.095319734,1.537977219,float64,0.976674641,0.984293194,0.839285714,0.906024096
Bagging Classifier,2.2,136,21,3900,4901,0.024516307,1.447916031,0.471255134,1.987144947,0.1507189,1.521822929,float64,0.964114833,0.91,0.8125,0.858490566
SVM,2.1,2,14,3119,8169,0.010371405,1.458864927,0.369248874,1.838981152,0.160506768,1.629211903,float64,0.835575486,0.445054945,0.9,0.595588235
Bagging Classifier,2.2,134,2,3900,3268,0.016272395,1.444755077,0.322532214,1.893808126,0.058993267,1.513125896,float64,0.96291866,0.900990099,0.8125,0.854460094
AdaBoost,2.2,113,15,3900,2451,0.025205829,1.453747034,0.447080153,1.878301144,0.062988101,1.517898321,float64,0.967703349,0.908653846,0.84375,0.875
SVM,2.1,8,29,779,8169,0.010205064,1.446583986,0.033912779,1.490526915,0.028817046,1.471783876,float64,0.83880597,0.448275862,0.866666667,0.590909091
KNN,2.2,80,4,3900,8169,0.000938149,1.449699879,0.009303189,1.440975904,0.201310638,1.751218081,float64,0.93361244,0.792746114,0.683035714,0.73381295
Random Forest,2.2,92,9,3900,1633,0.026231718,1.453702211,0.733514483,2.454766035,0.086776948,1.535863876,float64,0.975478469,1,0.816964286,0.899262899
KNN,2.2,74,1,3900,3268,0.024861439,1.472754002,0.008222117,1.466697931,0.523580626,1.729352951,float64,0.868421053,1,0.017857143,0.035087719
Random Forest,2.1,84,1,2340,8169,0.010397981,1.434835911,1.033252542,2.461465836,0.061952503,1.51259613,float64,0.964107677,0.99,0.73880597,0.846153846
SVM,2.1,9,15,389,8169,0.01003088,1.451411963,0.010181337,1.459192753,0.011727163,1.446368933,float64,0.797619048,0.387755102,0.826086957,0.527777778
AdaBoost,2.2,112,19,3900,1633,0.029000971,1.478218079,0.288355955,1.809209108,0.068543019,1.519345045,float64,0.970095694,0.910377358,0.861607143,0.885321101
Bagging Classifier,2.2,140,3,3900,8169,0.000818998,1.446563005,0.586892457,2.129328012,0.053120403,1.493746042,float64,0.964114833,0.898058252,0.825892857,0.860465116
Decision Tree,2.1,21,25,3509,8169,0.011590276,1.44234705,0.09246039,1.573062897,0.058351795,1.496881962,float64,0.956146179,0.873626374,0.787128713,0.828125
SVM,2.2,16,18,3900,4901,0.0258285,1.471493959,0.666591516,1.963054657,0.170477891,1.684571981,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.2,13,25,3900,2451,0.016277584,1.455834866,0.276548878,1.839777946,0.170686916,1.624911785,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.1,4,13,2340,8169,0.010412059,1.447750807,0.195952856,1.681513309,0.101238832,1.554378986,float64,0.80558325,0.395904437,0.865671642,0.543325527
Decision Tree,2.1,29,3,389,8169,0.009932079,1.44527483,0.012027641,1.45072794,0.012091133,1.46595192,float64,0.892857143,0.647058824,0.47826087,0.55
SVM,2.1,7,14,1169,8169,0.010256117,1.435950756,0.057981004,1.511635065,0.041457169,1.483047962,float64,0.832669323,0.437956204,0.895522388,0.588235294
SVM,2.2,19,11,3900,7352,0.024526194,1.470239878,0.499038765,2.014448166,0.194778171,1.728106976,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,23,12,2730,8169,0.010482954,1.430248976,0.070747991,1.532565117,0.039296813,1.505892038,float64,0.952136752,0.838926174,0.796178344,0.816993464
AdaBoost,2.1,105,9,1950,8169,0.010903617,1.447466135,0.526636423,1.844566107,0.096548191,1.478031158,float64,0.965311005,0.873873874,0.866071429,0.869955157
Bagging Classifier,2.1,122,26,3119,8169,0.010439868,1.458277702,0.567519952,1.981042862,0.052265458,1.491914034,float64,0.967115097,0.919753086,0.827777778,0.871345029
Bagging Classifier,2.1,126,26,1559,8169,0.020900832,1.423284054,0.437485478,1.614725828,0.047158836,1.425078869,float64,0.956651719,0.896103896,0.766666667,0.826347305
SVM,2.1,9,12,389,8169,0.009591457,1.44498086,0.012309408,1.448406935,0.01402019,1.442870855,float64,0.797619048,0.387755102,0.826086957,0.527777778
Bagging Classifier,2.2,136,14,3900,4901,0.025781975,1.468799353,0.542685941,1.981644869,0.047193308,1.495044231,float64,0.962320574,0.892682927,0.816964286,0.853146853
Decision Tree,2.2,35,20,3900,4084,0.017389728,1.471587181,0.087281552,1.547688246,0.05687102,1.520317316,float64,0.964712919,0.873303167,0.861607143,0.86741573
KNN,2.2,76,25,3900,4901,0.0252242,1.46603632,0.010055983,1.440563202,0.248415011,1.758649826,float64,0.879784689,1,0.102678571,0.186234818
Decision Tree,2.1,30,18,3900,8169,0.00086689,1.423664093,0.135529937,1.554522038,0.048396935,1.497680187,float64,0.961124402,0.863013699,0.84375,0.853273138
KNN,2.1,69,11,389,8169,0.00651582,1.452545166,0.003605405,1.479511738,0.02222496,1.479025126,float64,0.857142857,0.461538462,0.260869565,0.333333333
AdaBoost,2.1,103,8,2730,8169,0.010148274,1.459087133,0.425796873,2.058298826,0.060778165,1.497206926,float64,0.95982906,0.876712329,0.815286624,0.844884488
AdaBoost,2.2,118,26,3900,6535,0.024552851,1.463656902,0.637376151,2.192378759,0.0687887,1.501533031,float64,0.968301435,0.913043478,0.84375,0.877030162
Bagging Classifier,2.2,138,17,3900,6535,0.025972507,1.46139884,0.640248341,2.058876991,0.176924429,1.485532761,float64,0.964114833,0.91,0.8125,0.858490566
Decision Tree,2.2,32,25,3900,1633,0.016938962,1.469148159,0.048637123,1.497890949,0.057574173,1.485789061,float64,0.96291866,0.871559633,0.848214286,0.859728507
SVM,2.2,18,3,3900,6535,0.0273415,1.453750849,0.471949339,2.021906137,0.217469408,1.686760187,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.2,140,27,3900,8169,0.000875908,1.407124996,0.454988838,2.152000189,0.059014913,1.538971901,float64,0.964114833,0.894230769,0.830357143,0.861111111
Bagging Classifier,2.2,136,0,3900,4901,0.025761926,1.460479021,0.469117509,2.00958395,0.056634389,1.491959095,float64,0.963516746,0.909547739,0.808035714,0.855791962
SVM,2.2,17,10,3900,5718,0.025787958,1.474808931,0.573384041,1.999429703,0.467144805,1.667704105,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,27,27,1169,8169,0.009458679,1.463221073,0.039169711,1.478512049,0.031436835,1.481889725,float64,0.950199203,0.818181818,0.805970149,0.812030075
Bagging Classifier,2.1,123,5,2730,8169,0.010471867,1.442960739,0.35955596,1.888125896,0.033865219,1.486461878,float64,0.960683761,0.899280576,0.796178344,0.844594595
Random Forest,2.1,82,14,3119,8169,0.024256808,1.436625242,2.398402869,2.979418755,0.166759527,1.511904955,float64,0.975336323,1,0.816666667,0.899082569
Bagging Classifier,2.2,138,24,3900,6535,0.025150596,1.475871086,0.509496292,2.086454153,0.075872632,1.496236086,float64,0.964712919,0.910447761,0.816964286,0.861176471
AdaBoost,2.2,116,23,3900,4901,0.018483027,1.466972351,1.710253363,2.010955095,0.114971042,1.523571014,float64,0.969497608,0.913875598,0.852678571,0.88221709
KNN,2.1,62,24,3119,8169,0.006407873,1.452697992,0.008506181,1.455022097,0.186124069,1.636296988,float64,0.912556054,0.711409396,0.588888889,0.6443769
Random Forest,2.1,86,11,1559,8169,0.010679696,1.429305792,0.602586456,2.073930979,0.044807854,1.495783091,float64,0.958146487,1,0.688888889,0.815789474
AdaBoost,2.1,104,7,2340,8169,0.007643523,1.458137035,0.32550563,1.952871799,0.049975714,1.51162219,float64,0.953140578,0.865546218,0.768656716,0.814229249
Bagging Classifier,2.2,134,13,3900,3268,0.015650383,1.445881844,0.503979888,1.867585659,0.04831485,1.482805014,float64,0.964712919,0.902439024,0.825892857,0.862470862
Random Forest,2.1,81,3,3509,8169,0.006421458,1.462100029,3.487073873,3.119102955,0.083335147,1.552529097,float64,0.969435216,0.9875,0.782178218,0.872928177
KNN,2.1,61,11,3509,8169,0.006986373,1.453544855,0.010633208,1.456088066,0.250735165,1.676494837,float64,0.922259136,0.717948718,0.693069307,0.705289673
Random Forest,2.2,91,15,3900,817,0.025443053,1.463104963,0.516549078,2.046833277,0.082950852,1.547984123,float64,0.976674641,0.989417989,0.834821429,0.905569007
Bagging Classifier,2.1,121,23,3509,8169,0.006822336,1.461179972,0.461036424,2.042156935,0.067589924,1.498569965,float64,0.960797342,0.895027624,0.801980198,0.845953003
KNN,2.1,69,12,389,8169,0.011357879,1.424132824,0.005368494,1.434926033,0.01680898,1.447329998,float64,0.857142857,0.461538462,0.260869565,0.333333333
SVM,2.2,19,1,3900,7352,0.067608334,1.447706938,0.559655502,2.022687912,0.229128021,1.710071087,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,67,2,1169,8169,0.010283444,1.454988956,0.006001167,1.454494953,0.067761288,1.486911058,float64,0.916334661,0.727272727,0.597014925,0.655737705
SVM,2.2,11,22,3900,817,0.023879914,1.463140011,0.23018039,1.717484951,0.140770432,1.563303232,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.2,13,11,3900,2451,0.025989196,1.460252285,0.507358406,1.840713024,0.172349777,1.65388298,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.1,89,1,389,8169,0.010208703,1.446112156,0.152895152,1.609351158,0.024548116,1.472920179,float64,0.928571429,1,0.47826087,0.647058824
AdaBoost,2.2,112,12,3900,1633,0.026577457,1.437937975,0.253093509,1.768449068,0.072865698,1.496551991,float64,0.966507177,0.911764706,0.830357143,0.869158879
KNN,2.2,75,6,3900,4084,0.016196212,1.460517168,0.009441221,1.453833103,0.25371908,1.721487761,float64,0.869019139,1,0.022321429,0.043668122
Decision Tree,2.2,37,27,3900,5718,0.020568642,1.476998806,0.122420638,1.562350035,0.073143521,1.488109827,float64,0.95992823,0.861751152,0.834821429,0.848072562
Random Forest,2.2,98,12,3900,6535,0.027655495,1.446574688,1.275335442,3.151912212,0.096232309,1.522750139,float64,0.973684211,0.983870968,0.816964286,0.892682927
KNN,2.1,66,14,1559,8169,0.010531992,1.424841881,0.005048181,1.445145845,0.091334821,1.510393858,float64,0.917787743,0.733333333,0.611111111,0.666666667
SVM,2.1,10,3,3900,8169,0.000546243,1.448777199,0.439072775,2.069668055,0.197879252,1.729819059,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,26,6,1559,8169,0.009843487,1.44813776,0.035712756,1.487320185,0.028477347,1.46074605,float64,0.958146487,0.869047619,0.811111111,0.83908046
SVM,2.2,13,18,3900,2451,0.029409785,1.470779896,0.316241738,1.857360125,0.18105601,1.626456022,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.1,121,28,3509,8169,0.011166277,1.438731909,0,2.057234049,0.075522048,1.491899967,float64,0.962790698,0.892473118,0.821782178,0.855670103
SVM,2.2,14,3,3900,3268,0.024476485,1.470049143,0.416144299,1.97237134,0.190338149,1.661320925,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,28,5,779,8169,0.009292783,1.442777872,0.015968337,1.491139174,0.019822439,1.448956013,float64,0.937313433,0.815789474,0.688888889,0.746987952
AdaBoost,2.2,111,24,3900,817,0.024996917,1.455583334,0.206047965,1.711192131,0.067516409,1.502357006,float64,0.965909091,0.903381643,0.834821429,0.86774942
AdaBoost,2.1,101,12,3509,8169,0.010237313,1.439553976,0.811195736,2.272165775,0.082898025,1.487871885,float64,0.955481728,0.860962567,0.797029703,0.827763496
Random Forest,2.2,99,3,3900,7352,0.028503358,1.468985081,1.791973024,3.32075882,0.098006591,1.528222084,float64,0.979066986,0.994764398,0.848214286,0.915662651
KNN,2.2,71,3,3900,817,0.016264368,1.4677279,0.009098053,1.439754963,0,1.733735085,float64,0.867822967,1,0.013392857,0.026431718
Decision Tree,2.1,23,29,2730,8169,0.009763208,1.443250895,0.069088114,1.530098915,0.047628774,1.466160774,float64,0.952991453,0.849315068,0.789808917,0.818481848
Decision Tree,2.1,28,25,779,8169,0.010995817,1.428414345,0.023491858,1.460573912,0.018352089,1.454162836,float64,0.946268657,0.846153846,0.733333333,0.785714286
SVM,2.2,20,5,3900,8169,0.00095917,1.430768967,0.499643381,2.094841003,0.237198909,1.727728128,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.1,4,28,2340,8169,0.006559869,1.478973866,0.1888498,1.668184996,0.136762261,1.55488801,float64,0.80558325,0.395904437,0.865671642,0.543325527
Decision Tree,2.2,31,1,3900,817,0.017763551,1.466586113,0.058806618,1.476793051,0.097344383,1.475847244,float64,0.956937799,0.848623853,0.825892857,0.837104072
Random Forest,2.1,82,22,3119,8169,0.010422386,1.45223403,0.920669863,2.936654091,0.074456969,1.527868032,float64,0.971599402,1,0.788888889,0.881987578
AdaBoost,2.2,116,7,3900,4901,0.035159389,1.456436157,1.58887593,2.054908037,0.066830439,1.512135029,float64,0.969497608,0.913875598,0.852678571,0.88221709
Decision Tree,2.2,35,1,3900,4084,0.016542332,1.462208033,0.114478194,1.527649879,0.070004051,1.492308855,float64,0.961722488,0.863636364,0.848214286,0.855855856
Decision Tree,2.1,29,27,389,8169,0.010362696,1.464338064,0.010159291,1.455667019,0.011386263,1.451157093,float64,0.904761905,0.705882353,0.52173913,0.6
KNN,2.1,70,2,3900,8169,0.000486008,1.452940702,0.008757873,1.466479063,0.297472189,1.713062286,float64,0.93361244,0.792746114,0.683035714,0.73381295
SVM,2.1,3,14,2730,8169,0.006800505,1.453531981,0.245591872,1.72222209,0.130758109,1.563668966,float64,0.828205128,0.432515337,0.898089172,0.583850932
Bagging Classifier,2.2,139,13,3900,7352,0.017561253,1.463589191,0.732106249,2.161765099,0.053371415,1.505403996,float64,0.963516746,0.909547739,0.808035714,0.855791962
SVM,2.2,15,24,3900,4084,0.026065035,1.485120058,0.344172836,1.961345911,0.253677098,1.654453039,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.2,95,19,3900,4084,0.017859211,1.458482742,2.251253087,2.836070776,0.181257516,1.528487921,float64,0.977870813,0.994708995,0.839285714,0.910411622
KNN,2.2,76,3,3900,4901,0.04864357,1.446392059,0.007552901,1.433691263,0.308377941,1.735962152,float64,0.879784689,1,0.102678571,0.186234818
AdaBoost,2.2,119,20,3900,7352,0.02422691,1.471782923,0.886166325,2.28874898,0.068301113,1.525979042,float64,0.968301435,0.913043478,0.84375,0.877030162
Random Forest,2.2,92,19,3900,1633,0.025787185,1.463441849,0.671648712,2.501211166,0.071655919,1.537958145,float64,0.976076555,0.994623656,0.825892857,0.902439024
Random Forest,2.1,87,14,1169,8169,0.011664093,1.443949938,0.427757985,1.907844305,0.055849055,1.496919155,float64,0.952191235,1,0.641791045,0.781818182
Random Forest,2.2,96,28,3900,4901,0.029661675,1.454243183,2.576013829,2.978127956,0.094570424,1.54173708,float64,0.976674641,0.984293194,0.839285714,0.906024096
Random Forest,2.2,98,26,3900,6535,0.025965067,1.461282969,1.201843245,3.225877047,0.096901467,1.546727896,float64,0.977870813,0.989528796,0.84375,0.910843373
SVM,2.2,20,19,3900,8169,0.000801919,1.440215111,0.6598542,2.06241703,0.191354915,1.688234091,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.2,117,8,3900,5718,0.025868389,1.473464012,0.466554458,2.114519119,0.065607778,1.529159784,float64,0.969497608,0.913875598,0.852678571,0.88221709
KNN,2.2,76,6,3900,4901,0.028344305,1.454778194,0.00960805,1.440907001,0.302688887,1.734791756,float64,0.879784689,1,0.102678571,0.186234818
Bagging Classifier,2.2,137,18,3900,5718,0.016439644,1.484101295,0.439525736,2.026996851,0.068367703,1.501523018,float64,0.961722488,0.9,0.803571429,0.849056604
AdaBoost,2.1,101,15,3509,8169,0.01056893,1.447728157,1.705474873,2.243752956,0.151476711,1.504338264,float64,0.955481728,0.860962567,0.797029703,0.827763496
AdaBoost,2.2,118,1,3900,6535,0.06680405,1.436630011,0.769485958,2.254934788,0.067135935,1.494877815,float64,0.968301435,0.913043478,0.84375,0.877030162
Bagging Classifier,2.2,134,22,3900,3268,0.025587433,1.461336136,0.520486319,1.890951872,0.047382686,1.486217976,float64,0.965311005,0.915,0.816964286,0.863207547
SVM,2.2,18,8,3900,6535,0.024554897,1.445483685,0.469483587,2.027148247,0.22610501,1.66729188,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.1,121,18,3509,8169,0.011198135,1.422756195,0.531855216,2.064713001,0.045890867,1.479373217,float64,0.961461794,0.9,0.801980198,0.848167539
Decision Tree,2.2,31,29,3900,817,0.02913379,1.448527813,0.045271074,1.480149031,0.059061328,1.511582851,float64,0.960526316,0.859090909,0.84375,0.851351351
Bagging Classifier,2.1,121,0,3509,8169,0.006855551,1.461248159,0.733569468,2.024769068,0.061193379,1.505238056,float64,0.960797342,0.895027624,0.801980198,0.845953003
Bagging Classifier,2.2,133,17,3900,2451,0.025777853,1.478045225,0.266366926,1.817641973,0.056455888,1.509119034,float64,0.965311005,0.899038462,0.834821429,0.865740741
